"participant","accuracy","rt","stimulus","age","gender"
94,"1","592","yes",56,"male"
94,"1","592","confirm",56,"male"
94,"1","679","valid",56,"male"
94,"1","676","definite",56,"male"
94,"1","664","deny",56,"male"
94,"1","525","inexact",56,"male"
94,"1","639","no",56,"male"
94,"1","588","invalid",56,"male"
94,"1","580","correct",56,"male"
94,"1","720","incorrect",56,"male"
92,"1","4490","inaccurate",31,"male"
92,"1","725","incorrect",31,"male"
92,"1","629","correct",31,"male"
92,"1","681","confirm",31,"male"
92,"1","724","wrong",31,"male"
92,"1","765","invalid",31,"male"
92,"1","971","definite",31,"male"
92,"1","708","right",31,"male"
92,"1","524","sure",31,"male"
92,"1","589","inexact",31,"male"
92,"1","578","no",31,"male"
92,"1","545","untrue",31,"male"
92,"1","674","deny",31,"male"
92,"1","564","wrong",31,"male"
92,"1","715","valid",31,"male"
92,"1","740","accurate",31,"male"
92,"1","611","yes",31,"male"
92,"1","601","inexact",31,"male"
92,"1","823","valid",31,"male"
92,"1","579","untrue",31,"male"
92,"1","506","invalid",31,"male"
92,"1","452","incorrect",31,"male"
92,"0","911","deny",31,"male"
92,"1","518","inaccurate",31,"male"
92,"1","607","sure",31,"male"
92,"0","772","no",31,"male"
92,"0","698","inexact",31,"male"
92,"1","571","deny",31,"male"
92,"1","498","no",31,"male"
92,"1","780","yes",31,"male"
92,"1","891","definite",31,"male"
92,"1","652","right",31,"male"
92,"1","767","confirm",31,"male"
92,"1","711","accurate",31,"male"
92,"1","495","correct",31,"male"
92,"1","490","correct",31,"male"
92,"0","820","valid",31,"male"
92,"1","543","confirm",31,"male"
92,"1","568","wrong",31,"male"
92,"1","551","sure",31,"male"
92,"1","590","incorrect",31,"male"
92,"1","603","yes",31,"male"
92,"1","658","untrue",31,"male"
92,"1","572","definite",31,"male"
92,"1","571","right",31,"male"
92,"1","602","invalid",31,"male"
92,"1","687","accurate",31,"male"
92,"1","513","definite",31,"male"
92,"1","571","yes",31,"male"
92,"1","553","correct",31,"male"
92,"1","600","inaccurate",31,"male"
92,"1","965","no",31,"male"
92,"1","580","wrong",31,"male"
92,"1","484","untrue",31,"male"
92,"1","485","incorrect",31,"male"
92,"0","711","accurate",31,"male"
92,"1","655","deny",31,"male"
92,"1","738","inexact",31,"male"
92,"1","546","right",31,"male"
92,"1","970","invalid",31,"male"
92,"1","553","inaccurate",31,"male"
92,"1","608","valid",31,"male"
92,"1","638","confirm",31,"male"
92,"1","658","sure",31,"male"
92,"1","725","confirm",31,"male"
92,"1","519","definite",31,"male"
92,"0","735","inaccurate",31,"male"
92,"1","558","right",31,"male"
92,"1","654","untrue",31,"male"
92,"1","601","yes",31,"male"
92,"1","710","invalid",31,"male"
92,"1","632","wrong",31,"male"
92,"1","628","valid",31,"male"
92,"1","624","incorrect",31,"male"
92,"1","556","correct",31,"male"
92,"1","604","sure",31,"male"
92,"0","929","no",31,"male"
92,"1","768","deny",31,"male"
92,"1","711","inexact",31,"male"
92,"1","969","accurate",31,"male"
92,"1","770","confirm",31,"male"
92,"1","585","inexact",31,"male"
92,"1","711","wrong",31,"male"
92,"1","648","definite",31,"male"
92,"1","692","correct",31,"male"
92,"1","637","untrue",31,"male"
92,"1","522","incorrect",31,"male"
92,"1","458","inaccurate",31,"male"
92,"1","662","no",31,"male"
92,"1","553","invalid",31,"male"
92,"1","688","deny",31,"male"
92,"1","643","accurate",31,"male"
92,"1","847","deny",31,"male"
92,"1","579","sure",31,"male"
92,"1","609","yes",31,"male"
92,"1","558","inaccurate",31,"male"
92,"1","526","right",31,"male"
92,"1","735","valid",31,"male"
92,"1","598","untrue",31,"male"
92,"1","580","definite",31,"male"
92,"0","667","no",31,"male"
92,"1","541","incorrect",31,"male"
92,"1","701","valid",31,"male"
92,"1","550","confirm",31,"male"
92,"1","557","accurate",31,"male"
92,"1","644","sure",31,"male"
92,"1","680","invalid",31,"male"
92,"1","524","inexact",31,"male"
92,"1","444","wrong",31,"male"
92,"1","553","no",31,"male"
92,"1","535","yes",31,"male"
92,"1","711","incorrect",31,"male"
92,"1","664","right",31,"male"
92,"1","627","deny",31,"male"
92,"1","811","correct",31,"male"
92,"1","590","yes",31,"male"
92,"1","548","correct",31,"male"
92,"1","508","confirm",31,"male"
92,"1","821","accurate",31,"male"
92,"1","635","untrue",31,"male"
92,"1","573","definite",31,"male"
92,"1","612","right",31,"male"
92,"1","650","inaccurate",31,"male"
92,"1","604","valid",31,"male"
92,"1","491","sure",31,"male"
92,"1","541","inexact",31,"male"
92,"1","621","confirm",31,"male"
92,"0","825","yes",31,"male"
92,"1","717","invalid",31,"male"
92,"1","606","definite",31,"male"
92,"1","540","correct",31,"male"
92,"1","539","accurate",31,"male"
92,"1","475","valid",31,"male"
92,"1","590","sure",31,"male"
92,"1","731","wrong",31,"male"
92,"1","724","right",31,"male"
92,"1","669","confirm",31,"male"
92,"1","760","valid",31,"male"
92,"1","487","right",31,"male"
92,"1","1033","inaccurate",31,"male"
92,"1","701","no",31,"male"
92,"1","622","deny",31,"male"
92,"1","604","wrong",31,"male"
92,"1","704","incorrect",31,"male"
92,"1","458","untrue",31,"male"
92,"1","461","invalid",31,"male"
92,"1","600","correct",31,"male"
92,"0","758","inexact",31,"male"
92,"1","589","sure",31,"male"
92,"1","659","inexact",31,"male"
92,"1","558","yes",31,"male"
92,"1","630","incorrect",31,"male"
92,"1","490","inaccurate",31,"male"
92,"1","620","accurate",31,"male"
92,"1","673","no",31,"male"
92,"1","668","definite",31,"male"
92,"1","614","deny",31,"male"
92,"1","523","invalid",31,"male"
92,"1","612","untrue",31,"male"
92,"1","481","wrong",31,"male"
92,"1","733","wrong",31,"male"
92,"1","621","yes",31,"male"
92,"1","577","correct",31,"male"
92,"1","600","definite",31,"male"
92,"1","469","sure",31,"male"
92,"1","512","right",31,"male"
92,"0","818","deny",31,"male"
92,"1","493","incorrect",31,"male"
92,"1","568","no",31,"male"
92,"1","454","untrue",31,"male"
92,"1","466","inaccurate",31,"male"
92,"1","501","inexact",31,"male"
92,"1","445","invalid",31,"male"
92,"1","666","accurate",31,"male"
92,"1","645","confirm",31,"male"
92,"1","888","valid",31,"male"
92,"1","546","incorrect",31,"male"
92,"1","530","deny",31,"male"
92,"1","587","accurate",31,"male"
92,"1","553","untrue",31,"male"
92,"1","520","inexact",31,"male"
92,"1","745","valid",31,"male"
92,"1","594","yes",31,"male"
92,"1","655","inaccurate",31,"male"
92,"1","530","no",31,"male"
92,"1","475","wrong",31,"male"
92,"1","605","right",31,"male"
92,"1","548","confirm",31,"male"
92,"1","571","definite",31,"male"
92,"1","473","sure",31,"male"
92,"1","532","correct",31,"male"
92,"1","708","valid",31,"male"
92,"1","622","invalid",31,"male"
92,"1","585","incorrect",31,"male"
92,"1","655","correct",31,"male"
92,"1","484","sure",31,"male"
92,"0","1053","no",31,"male"
92,"1","592","confirm",31,"male"
92,"1","542","wrong",31,"male"
92,"1","574","right",31,"male"
92,"1","644","deny",31,"male"
92,"1","512","inexact",31,"male"
92,"1","578","accurate",31,"male"
92,"1","513","yes",31,"male"
92,"1","633","definite",31,"male"
92,"1","503","right",31,"male"
92,"0","711","inaccurate",31,"male"
92,"1","536","untrue",31,"male"
92,"1","543","invalid",31,"male"
92,"1","479","invalid",31,"male"
92,"1","834","valid",31,"male"
92,"0","750","inaccurate",31,"male"
92,"1","604","untrue",31,"male"
92,"1","562","no",31,"male"
92,"1","618","confirm",31,"male"
92,"1","566","sure",31,"male"
92,"1","453","definite",31,"male"
92,"1","600","wrong",31,"male"
92,"1","709","correct",31,"male"
92,"1","614","inexact",31,"male"
92,"1","619","deny",31,"male"
92,"1","904","yes",31,"male"
92,"1","513","incorrect",31,"male"
92,"1","588","untrue",31,"male"
92,"1","561","accurate",31,"male"
92,"1","576","yes",31,"male"
92,"1","711","deny",31,"male"
92,"1","607","wrong",31,"male"
92,"1","877","confirm",31,"male"
92,"1","1104","incorrect",31,"male"
92,"1","586","sure",31,"male"
92,"1","855","accurate",31,"male"
92,"1","762","invalid",31,"male"
92,"0","1058","no",31,"male"
92,"1","780","right",31,"male"
92,"1","644","correct",31,"male"
92,"0","687","inaccurate",31,"male"
92,"1","440","inexact",31,"male"
92,"1","621","definite",31,"male"
92,"0","970","valid",31,"male"
93,"1","925","wrong",22,"male"
93,"1","706","inexact",22,"male"
93,"1","709","incorrect",22,"male"
93,"1","514","invalid",22,"male"
93,"1","539","no",22,"male"
93,"1","569","right",22,"male"
93,"1","603","confirm",22,"male"
93,"1","449","sure",22,"male"
93,"1","441","correct",22,"male"
93,"0","859","untrue",22,"male"
93,"1","682","definite",22,"male"
93,"1","542","deny",22,"male"
93,"1","456","yes",22,"male"
93,"1","808","accurate",22,"male"
93,"1","615","valid",22,"male"
93,"1","487","accurate",22,"male"
93,"1","530","valid",22,"male"
93,"1","483","right",22,"male"
93,"1","521","inaccurate",22,"male"
93,"1","575","correct",22,"male"
93,"1","603","wrong",22,"male"
93,"1","527","sure",22,"male"
93,"1","556","inaccurate",22,"male"
93,"1","654","inexact",22,"male"
93,"1","550","deny",22,"male"
93,"1","543","incorrect",22,"male"
93,"1","517","invalid",22,"male"
93,"1","516","no",22,"male"
93,"1","665","confirm",22,"male"
93,"1","559","untrue",22,"male"
93,"1","438","yes",22,"male"
93,"1","633","definite",22,"male"
93,"1","514","inaccurate",22,"male"
93,"1","601","wrong",22,"male"
93,"1","539","correct",22,"male"
93,"1","566","definite",22,"male"
93,"1","518","right",22,"male"
93,"1","501","incorrect",22,"male"
93,"1","548","deny",22,"male"
93,"1","507","invalid",22,"male"
93,"1","494","inexact",22,"male"
93,"1","429","accurate",22,"male"
93,"1","511","yes",22,"male"
93,"1","672","valid",22,"male"
93,"1","617","no",22,"male"
93,"1","576","sure",22,"male"
93,"1","479","confirm",22,"male"
93,"1","478","correct",22,"male"
93,"1","404","confirm",22,"male"
93,"1","414","valid",22,"male"
93,"1","499","untrue",22,"male"
93,"1","508","right",22,"male"
93,"1","482","sure",22,"male"
93,"0","911","definite",22,"male"
93,"1","742","inaccurate",22,"male"
93,"1","725","incorrect",22,"male"
93,"1","421","wrong",22,"male"
93,"1","452","invalid",22,"male"
93,"1","453","deny",22,"male"
93,"0","905","accurate",22,"male"
93,"1","463","yes",22,"male"
93,"1","435","yes",22,"male"
93,"1","538","inexact",22,"male"
93,"1","597","untrue",22,"male"
93,"1","599","definite",22,"male"
93,"1","502","no",22,"male"
93,"1","431","right",22,"male"
93,"1","500","no",22,"male"
93,"1","586","inexact",22,"male"
93,"1","499","confirm",22,"male"
93,"1","548","invalid",22,"male"
93,"0","772","accurate",22,"male"
93,"1","858","deny",22,"male"
93,"1","534","untrue",22,"male"
93,"0","1160","incorrect",22,"male"
93,"1","599","correct",22,"male"
93,"1","606","valid",22,"male"
93,"1","846","inaccurate",22,"male"
93,"1","607","wrong",22,"male"
93,"1","535","sure",22,"male"
93,"1","971","yes",22,"male"
93,"1","475","inaccurate",22,"male"
93,"0","752","valid",22,"male"
93,"1","508","invalid",22,"male"
93,"1","531","wrong",22,"male"
93,"1","461","correct",22,"male"
93,"1","584","right",22,"male"
93,"1","415","sure",22,"male"
93,"1","448","accurate",22,"male"
93,"1","524","definite",22,"male"
93,"1","431","inexact",22,"male"
93,"1","514","confirm",22,"male"
93,"0","748","deny",22,"male"
93,"1","621","incorrect",22,"male"
93,"1","572","sure",22,"male"
93,"1","804","no",22,"male"
93,"1","543","untrue",22,"male"
93,"1","429","incorrect",22,"male"
93,"1","497","confirm",22,"male"
93,"1","580","definite",22,"male"
93,"1","529","no",22,"male"
93,"1","540","accurate",22,"male"
93,"1","500","wrong",22,"male"
93,"1","514","valid",22,"male"
93,"1","572","untrue",22,"male"
93,"1","515","correct",22,"male"
93,"1","512","right",22,"male"
93,"0","833","deny",22,"male"
93,"1","503","yes",22,"male"
93,"1","700","definite",22,"male"
93,"1","473","correct",22,"male"
93,"1","502","inexact",22,"male"
93,"0","1051","invalid",22,"male"
93,"1","598","inaccurate",22,"male"
93,"1","595","wrong",22,"male"
93,"1","597","valid",22,"male"
93,"1","638","invalid",22,"male"
93,"0","800","incorrect",22,"male"
93,"1","550","accurate",22,"male"
93,"1","825","inexact",22,"male"
93,"1","444","inaccurate",22,"male"
93,"1","577","sure",22,"male"
93,"1","572","deny",22,"male"
93,"1","558","no",22,"male"
93,"1","638","untrue",22,"male"
93,"1","450","yes",22,"male"
93,"1","500","right",22,"male"
93,"1","559","no",22,"male"
93,"1","599","confirm",22,"male"
93,"1","515","right",22,"male"
93,"0","908","definite",22,"male"
93,"1","634","untrue",22,"male"
93,"1","595","inexact",22,"male"
93,"1","699","valid",22,"male"
93,"1","490","accurate",22,"male"
93,"1","623","inaccurate",22,"male"
93,"1","436","yes",22,"male"
93,"1","354","sure",22,"male"
93,"0","755","deny",22,"male"
93,"1","460","correct",22,"male"
93,"1","516","incorrect",22,"male"
93,"1","472","confirm",22,"male"
93,"1","577","invalid",22,"male"
93,"1","512","right",22,"male"
93,"1","454","valid",22,"male"
93,"1","440","confirm",22,"male"
93,"1","447","wrong",22,"male"
93,"1","615","no",22,"male"
93,"1","500","wrong",22,"male"
93,"0","534","correct",22,"male"
93,"1","863","untrue",22,"male"
93,"1","480","sure",22,"male"
93,"1","583","incorrect",22,"male"
93,"1","851","inaccurate",22,"male"
93,"1","540","deny",22,"male"
93,"1","652","definite",22,"male"
93,"1","558","invalid",22,"male"
93,"1","687","inexact",22,"male"
93,"1","457","yes",22,"male"
93,"1","542","accurate",22,"male"
93,"1","638","wrong",22,"male"
93,"1","485","deny",22,"male"
93,"1","618","invalid",22,"male"
93,"1","517","right",22,"male"
93,"1","533","incorrect",22,"male"
93,"1","793","no",22,"male"
93,"1","663","accurate",22,"male"
93,"1","399","sure",22,"male"
93,"1","478","definite",22,"male"
93,"1","503","untrue",22,"male"
93,"1","497","inexact",22,"male"
93,"1","390","correct",22,"male"
93,"1","490","confirm",22,"male"
93,"1","513","inaccurate",22,"male"
93,"1","465","invalid",22,"male"
93,"1","567","untrue",22,"male"
93,"0","808","deny",22,"male"
93,"1","421","valid",22,"male"
93,"1","525","incorrect",22,"male"
93,"1","428","inexact",22,"male"
93,"1","460","yes",22,"male"
93,"1","478","confirm",22,"male"
93,"1","518","accurate",22,"male"
93,"1","485","sure",22,"male"
93,"1","411","wrong",22,"male"
93,"0","779","right",22,"male"
93,"1","556","yes",22,"male"
93,"1","562","valid",22,"male"
93,"1","541","no",22,"male"
93,"0","874","inaccurate",22,"male"
93,"1","430","inaccurate",22,"male"
93,"1","464","invalid",22,"male"
93,"1","426","untrue",22,"male"
93,"1","384","inexact",22,"male"
93,"1","401","deny",22,"male"
93,"0","780","definite",22,"male"
93,"0","741","correct",22,"male"
93,"1","552","correct",22,"male"
93,"1","497","wrong",22,"male"
93,"1","487","no",22,"male"
93,"1","497","incorrect",22,"male"
93,"1","485","deny",22,"male"
93,"1","526","invalid",22,"male"
93,"1","585","right",22,"male"
93,"1","431","valid",22,"male"
93,"1","352","sure",22,"male"
93,"1","413","confirm",22,"male"
93,"1","356","yes",22,"male"
93,"0","770","wrong",22,"male"
93,"1","512","inaccurate",22,"male"
93,"1","492","accurate",22,"male"
93,"1","666","definite",22,"male"
93,"1","490","incorrect",22,"male"
93,"1","445","sure",22,"male"
93,"1","583","accurate",22,"male"
93,"1","525","untrue",22,"male"
93,"1","608","inexact",22,"male"
93,"1","538","confirm",22,"male"
93,"1","574","right",22,"male"
93,"1","435","no",22,"male"
93,"0","890","correct",22,"male"
93,"0","974","invalid",22,"male"
93,"1","497","valid",22,"male"
93,"1","587","yes",22,"male"
93,"0","911","definite",22,"male"
93,"1","613","valid",22,"male"
93,"1","532","definite",22,"male"
93,"1","499","correct",22,"male"
93,"1","568","deny",22,"male"
93,"1","467","yes",22,"male"
93,"1","504","no",22,"male"
93,"1","552","right",22,"male"
93,"1","503","wrong",22,"male"
93,"1","650","accurate",22,"male"
93,"1","481","inexact",22,"male"
93,"1","516","untrue",22,"male"
93,"1","503","incorrect",22,"male"
93,"1","459","confirm",22,"male"
93,"1","635","inaccurate",22,"male"
93,"1","455","sure",22,"male"
95,"1","761","right",36,"male"
95,"1","553","invalid",36,"male"
95,"1","534","no",36,"male"
95,"1","598","confirm",36,"male"
95,"1","623","inexact",36,"male"
95,"1","516","inaccurate",36,"male"
95,"1","703","deny",36,"male"
95,"1","620","valid",36,"male"
95,"1","556","wrong",36,"male"
95,"1","543","definite",36,"male"
95,"1","497","untrue",36,"male"
95,"1","666","incorrect",36,"male"
95,"1","572","accurate",36,"male"
95,"1","613","no",36,"male"
95,"1","564","inaccurate",36,"male"
95,"1","594","correct",36,"male"
95,"1","608","incorrect",36,"male"
95,"1","528","sure",36,"male"
95,"1","683","deny",36,"male"
95,"1","526","wrong",36,"male"
95,"1","546","yes",36,"male"
95,"1","525","invalid",36,"male"
95,"1","572","untrue",36,"male"
95,"1","537","inexact",36,"male"
95,"1","546","incorrect",36,"male"
95,"1","473","right",36,"male"
95,"0","658","valid",36,"male"
95,"1","579","correct",36,"male"
95,"1","613","inaccurate",36,"male"
95,"1","591","definite",36,"male"
95,"1","489","yes",36,"male"
95,"1","534","accurate",36,"male"
95,"1","502","sure",36,"male"
95,"1","569","confirm",36,"male"
95,"1","515","no",36,"male"
95,"1","557","accurate",36,"male"
95,"1","673","inexact",36,"male"
95,"1","559","wrong",36,"male"
95,"1","546","correct",36,"male"
95,"1","530","yes",36,"male"
95,"1","485","right",36,"male"
95,"1","678","deny",36,"male"
95,"1","561","untrue",36,"male"
95,"1","595","confirm",36,"male"
95,"1","491","invalid",36,"male"
95,"0","711","no",36,"male"
95,"1","677","sure",36,"male"
95,"1","676","definite",36,"male"
95,"1","664","untrue",36,"male"
95,"1","534","inaccurate",36,"male"
95,"1","560","valid",36,"male"
95,"1","739","accurate",36,"male"
95,"1","646","deny",36,"male"
95,"1","552","invalid",36,"male"
95,"1","550","sure",36,"male"
95,"1","806","wrong",36,"male"
95,"1","583","correct",36,"male"
95,"1","806","incorrect",36,"male"
95,"1","531","inexact",36,"male"
95,"1","499","right",36,"male"
95,"1","634","definite",36,"male"
95,"1","549","inexact",36,"male"
95,"1","495","yes",36,"male"
95,"1","589","confirm",36,"male"
95,"1","486","no",36,"male"
95,"1","627","valid",36,"male"
95,"1","706","definite",36,"male"
95,"1","582","right",36,"male"
95,"1","514","correct",36,"male"
95,"1","517","inaccurate",36,"male"
95,"1","603","accurate",36,"male"
95,"1","582","invalid",36,"male"
95,"1","618","untrue",36,"male"
95,"1","541","sure",36,"male"
95,"1","663","deny",36,"male"
95,"1","503","yes",36,"male"
95,"1","586","confirm",36,"male"
95,"1","534","valid",36,"male"
95,"1","612","wrong",36,"male"
95,"1","533","incorrect",36,"male"
95,"1","702","inaccurate",36,"male"
95,"1","578","yes",36,"male"
95,"1","589","deny",36,"male"
95,"1","534","invalid",36,"male"
95,"1","505","incorrect",36,"male"
95,"1","427","right",36,"male"
95,"1","594","untrue",36,"male"
95,"1","575","no",36,"male"
95,"1","524","definite",36,"male"
95,"1","519","inexact",36,"male"
95,"1","523","wrong",36,"male"
95,"1","527","no",36,"male"
95,"1","509","accurate",36,"male"
95,"0","666","valid",36,"male"
95,"1","612","correct",36,"male"
95,"1","560","sure",36,"male"
95,"1","462","inaccurate",36,"male"
95,"1","469","untrue",36,"male"
95,"1","452","confirm",36,"male"
95,"1","533","valid",36,"male"
95,"0","734","deny",36,"male"
95,"1","726","confirm",36,"male"
95,"1","754","invalid",36,"male"
95,"1","533","wrong",36,"male"
95,"1","495","sure",36,"male"
95,"1","543","accurate",36,"male"
95,"1","535","incorrect",36,"male"
95,"1","522","correct",36,"male"
95,"1","531","inexact",36,"male"
95,"1","524","yes",36,"male"
95,"1","481","inaccurate",36,"male"
95,"1","491","invalid",36,"male"
95,"1","528","definite",36,"male"
95,"1","450","right",36,"male"
95,"1","468","sure",36,"male"
95,"1","525","definite",36,"male"
95,"1","499","no",36,"male"
95,"1","536","untrue",36,"male"
95,"1","548","correct",36,"male"
95,"1","458","yes",36,"male"
95,"1","460","right",36,"male"
95,"1","456","wrong",36,"male"
95,"1","568","accurate",36,"male"
95,"1","563","confirm",36,"male"
95,"1","555","valid",36,"male"
95,"1","539","confirm",36,"male"
95,"1","510","inexact",36,"male"
95,"1","550","right",36,"male"
95,"1","523","incorrect",36,"male"
95,"0","1358","deny",36,"male"
95,"1","1282","sure",36,"male"
95,"1","769","correct",36,"male"
95,"1","552","valid",36,"male"
95,"1","641","inaccurate",36,"male"
95,"1","465","incorrect",36,"male"
95,"1","864","definite",36,"male"
95,"1","757","no",36,"male"
95,"1","499","inexact",36,"male"
95,"1","523","untrue",36,"male"
95,"1","507","yes",36,"male"
95,"1","599","wrong",36,"male"
95,"1","689","accurate",36,"male"
95,"1","491","sure",36,"male"
95,"1","528","accurate",36,"male"
95,"1","548","deny",36,"male"
95,"1","604","invalid",36,"male"
95,"1","516","incorrect",36,"male"
95,"1","506","correct",36,"male"
95,"1","526","inaccurate",36,"male"
95,"1","500","invalid",36,"male"
95,"1","605","confirm",36,"male"
95,"1","602","untrue",36,"male"
95,"1","586","definite",36,"male"
95,"0","1286","inexact",36,"male"
95,"1","670","valid",36,"male"
95,"1","614","wrong",36,"male"
95,"1","564","no",36,"male"
95,"1","592","yes",36,"male"
95,"0","932","deny",36,"male"
95,"0","1007","right",36,"male"
95,"1","694","inexact",36,"male"
95,"1","496","correct",36,"male"
95,"1","582","untrue",36,"male"
95,"1","513","sure",36,"male"
95,"1","550","incorrect",36,"male"
95,"1","567","confirm",36,"male"
95,"1","510","accurate",36,"male"
95,"1","585","valid",36,"male"
95,"1","522","yes",36,"male"
95,"1","723","invalid",36,"male"
95,"1","579","right",36,"male"
95,"1","634","definite",36,"male"
95,"1","631","no",36,"male"
95,"1","551","yes",36,"male"
95,"1","538","wrong",36,"male"
95,"1","514","inaccurate",36,"male"
95,"0","1066","deny",36,"male"
95,"1","624","untrue",36,"male"
95,"0","1111","deny",36,"male"
95,"1","769","confirm",36,"male"
95,"1","655","incorrect",36,"male"
95,"1","676","accurate",36,"male"
95,"0","1108","definite",36,"male"
95,"1","678","invalid",36,"male"
95,"1","595","valid",36,"male"
95,"1","581","inaccurate",36,"male"
95,"1","510","inexact",36,"male"
95,"1","667","no",36,"male"
95,"1","532","sure",36,"male"
95,"1","530","right",36,"male"
95,"1","671","correct",36,"male"
95,"1","535","wrong",36,"male"
95,"1","542","inexact",36,"male"
95,"1","490","no",36,"male"
95,"1","502","invalid",36,"male"
95,"1","588","confirm",36,"male"
95,"1","594","correct",36,"male"
95,"1","775","valid",36,"male"
95,"1","608","right",36,"male"
95,"1","604","deny",36,"male"
95,"1","568","yes",36,"male"
95,"1","582","incorrect",36,"male"
95,"1","645","inaccurate",36,"male"
95,"1","674","untrue",36,"male"
95,"1","646","wrong",36,"male"
95,"1","527","definite",36,"male"
95,"1","657","incorrect",36,"male"
95,"1","584","sure",36,"male"
95,"1","633","no",36,"male"
95,"1","537","untrue",36,"male"
95,"1","551","wrong",36,"male"
95,"1","579","accurate",36,"male"
95,"1","573","confirm",36,"male"
95,"1","571","accurate",36,"male"
95,"1","524","inaccurate",36,"male"
95,"1","599","sure",36,"male"
95,"1","563","right",36,"male"
95,"1","591","correct",36,"male"
95,"1","679","invalid",36,"male"
95,"1","524","deny",36,"male"
95,"1","585","inexact",36,"male"
95,"1","582","valid",36,"male"
95,"1","623","definite",36,"male"
95,"1","598","incorrect",36,"male"
95,"1","727","yes",36,"male"
95,"1","597","no",36,"male"
95,"1","668","inexact",36,"male"
95,"1","587","accurate",36,"male"
95,"1","538","sure",36,"male"
95,"1","629","invalid",36,"male"
95,"1","571","confirm",36,"male"
95,"1","601","correct",36,"male"
95,"1","598","right",36,"male"
95,"1","633","yes",36,"male"
95,"1","592","valid",36,"male"
95,"1","701","definite",36,"male"
95,"1","530","inaccurate",36,"male"
95,"1","552","deny",36,"male"
95,"1","668","wrong",36,"male"
95,"1","582","untrue",36,"male"
88,"1","2654","valid",25,"female"
88,"1","529","confirm",25,"female"
88,"1","474","right",25,"female"
88,"1","453","no",25,"female"
88,"1","528","yes",25,"female"
88,"1","633","inaccurate",25,"female"
88,"1","485","inexact",25,"female"
88,"1","495","correct",25,"female"
88,"1","593","wrong",25,"female"
88,"1","487","invalid",25,"female"
88,"1","449","sure",25,"female"
88,"0","692","deny",25,"female"
88,"1","494","definite",25,"female"
88,"1","704","incorrect",25,"female"
88,"1","593","untrue",25,"female"
88,"1","631","accurate",25,"female"
88,"1","388","yes",25,"female"
88,"1","506","correct",25,"female"
88,"1","426","confirm",25,"female"
88,"1","511","deny",25,"female"
88,"1","520","inexact",25,"female"
88,"1","409","inaccurate",25,"female"
88,"1","678","valid",25,"female"
88,"1","465","right",25,"female"
88,"1","387","sure",25,"female"
88,"1","570","definite",25,"female"
88,"1","544","invalid",25,"female"
88,"1","416","incorrect",25,"female"
88,"1","461","accurate",25,"female"
88,"1","489","wrong",25,"female"
88,"0","746","untrue",25,"female"
88,"1","609","definite",25,"female"
88,"1","527","no",25,"female"
88,"1","680","valid",25,"female"
88,"1","458","confirm",25,"female"
88,"1","438","yes",25,"female"
88,"1","409","sure",25,"female"
88,"1","423","incorrect",25,"female"
88,"1","499","accurate",25,"female"
88,"0","677","inexact",25,"female"
88,"1","399","wrong",25,"female"
88,"1","437","inaccurate",25,"female"
88,"1","592","deny",25,"female"
88,"1","462","no",25,"female"
88,"1","449","correct",25,"female"
88,"1","589","invalid",25,"female"
88,"1","443","right",25,"female"
88,"1","415","sure",25,"female"
88,"1","531","untrue",25,"female"
88,"1","531","deny",25,"female"
88,"0","859","definite",25,"female"
88,"1","558","inaccurate",25,"female"
88,"1","398","incorrect",25,"female"
88,"1","436","correct",25,"female"
88,"1","559","inexact",25,"female"
88,"1","511","no",25,"female"
88,"1","703","invalid",25,"female"
88,"1","465","wrong",25,"female"
88,"1","523","valid",25,"female"
88,"1","501","untrue",25,"female"
88,"1","397","right",25,"female"
88,"1","427","confirm",25,"female"
88,"1","403","yes",25,"female"
88,"1","573","accurate",25,"female"
88,"1","420","yes",25,"female"
88,"1","562","deny",25,"female"
88,"1","451","no",25,"female"
88,"1","499","accurate",25,"female"
88,"1","540","inaccurate",25,"female"
88,"1","548","definite",25,"female"
88,"1","372","incorrect",25,"female"
88,"1","395","confirm",25,"female"
88,"1","370","untrue",25,"female"
88,"1","359","sure",25,"female"
88,"1","447","wrong",25,"female"
88,"1","515","valid",25,"female"
88,"1","371","invalid",25,"female"
88,"1","602","inexact",25,"female"
88,"1","479","right",25,"female"
88,"1","564","correct",25,"female"
88,"1","1169","correct",25,"female"
88,"1","389","yes",25,"female"
88,"1","403","valid",25,"female"
88,"1","536","incorrect",25,"female"
88,"1","536","accurate",25,"female"
88,"0","888","inaccurate",25,"female"
88,"1","503","right",25,"female"
88,"1","491","definite",25,"female"
88,"1","365","confirm",25,"female"
88,"1","547","sure",25,"female"
88,"1","427","accurate",25,"female"
88,"1","360","confirm",25,"female"
88,"0","680","no",25,"female"
88,"1","497","valid",25,"female"
88,"1","468","correct",25,"female"
88,"1","518","inexact",25,"female"
88,"1","431","wrong",25,"female"
88,"1","363","untrue",25,"female"
88,"1","403","invalid",25,"female"
88,"1","535","deny",25,"female"
88,"0","839","definite",25,"female"
88,"1","595","inaccurate",25,"female"
88,"1","425","inexact",25,"female"
88,"1","453","yes",25,"female"
88,"1","569","wrong",25,"female"
88,"1","567","incorrect",25,"female"
88,"1","614","right",25,"female"
88,"1","579","deny",25,"female"
88,"1","370","no",25,"female"
88,"1","425","sure",25,"female"
88,"1","445","confirm",25,"female"
88,"1","401","valid",25,"female"
88,"0","679","invalid",25,"female"
